id,medicament_id,description
4364,1898,insuffisance hépatique grave ;
4365,1898,accumulation anormale d'acides dans le sang ;
4366,1898,hypokaliémie persistante.
4367,1899,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4368,1899,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4369,1899,rythme cardiaque inférieur à 60 battements par minute ;
4370,1899,phéochromocytome non traité ;
4371,1899,hypotension.
4372,1900,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4373,1900,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4374,1900,bloc auriculoventriculaire grave ;
4375,1900,rythme cardiaque inférieur à 60 battements par minute ;
4376,1900,phéochromocytome non traité ;
4377,1900,hypotension.
4378,1901,"formes graves de certaines affections : asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4379,1901,insuffisance cardiaque non contrôlée par un traitement spécifique ;
4380,1901,bloc auriculoventriculaire grave ;
4381,1901,rythme cardiaque inférieur à 50 battements par minute ;
4382,1901,phéochromocytome non traité ;
4383,1901,hypotension ;
4384,1901,antécédent de choc anaphylactique.
4385,1902,"formes graves de certaines affections : asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4386,1902,insuffisance cardiaque non contrôlée par un traitement spécifique ;
4387,1902,bloc auriculoventriculaire grave ;
4388,1902,rythme cardiaque inférieur à 50 battements par minute ;
4389,1902,phéochromocytome non traité ;
4390,1902,hypotension ;
4391,1902,antécédent de choc anaphylactique.
4392,1903,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4393,1903,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4394,1903,rythme cardiaque inférieur à 60 battements par minute ;
4395,1903,phéochromocytome non traité ;
4396,1903,hypotension.
4397,1904,"formes graves de certaines affections : asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4398,1904,insuffisance cardiaque non contrôlée par un traitement spécifique ;
4399,1904,bloc auriculoventriculaire grave ;
4400,1904,rythme cardiaque inférieur à 50 battements par minute ;
4401,1904,phéochromocytome non traité ;
4402,1904,hypotension ;
4403,1904,antécédent de choc anaphylactique.
4404,1905,"formes graves de certaines affections : asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4405,1905,insuffisance cardiaque non contrôlée par un traitement spécifique ;
4406,1905,bloc auriculoventriculaire grave ;
4407,1905,rythme cardiaque inférieur à 50 battements par minute ;
4408,1905,phéochromocytome non traité ;
4409,1905,hypotension ;
4410,1905,antécédent de choc anaphylactique.
4411,1908,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4412,1908,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4413,1908,rythme cardiaque inférieur à 60 battements par minute ;
4414,1908,phéochromocytome non traité ;
4415,1908,hypotension.
4416,1909,allergie aux ammoniums quaternaires ;
4417,1909,"en application sur les muqueuses, notamment génitales ;"
4418,1909,dans les yeux ou dans le conduit auditif (risque de toxicité en cas de perforation du tympan) ;
4419,1909,pour la désinfection du matériel médicochirurgical (voir Attention).
4420,1910,allergie aux ammoniums quaternaires ;
4421,1910,"en application sur les muqueuses, notamment génitales ;"
4422,1910,dans les yeux ou dans le conduit auditif (risque de toxicité en cas de perforation du tympan) ;
4423,1910,pour la désinfection du matériel médicochirurgical (voir Attention).
4424,1911,"formes graves de certaines affections : bloc auriculoventriculaire, asthme, bronchite chronique, artérite, phénomène de Raynaud ;"
4425,1911,"insuffisance cardiaque grave, ne permettant plus une vie normale ;"
4426,1911,rythme cardiaque inférieur à 60 battements par minute ;
4427,1911,phéochromocytome non traité ;
4428,1911,hypotension.
4429,1912,"maladies inflammatoires du côlon (maladie de Crohn, rectocolite hémorragique) ;"
4430,1912,"constipation ou douleurs abdominales dues à une obstruction du tube digestif : rétrécissement intestinal, fécalome (bouchon de selles) ;"
4431,1912,"déshydratation importante, surtout si elle est associée à une perte en sels minéraux (sodium, potassium) ;"
4432,1912,enfant de moins de 6 ans.
4433,1913,"maladies inflammatoires du côlon (maladie de Crohn, rectocolite hémorragique) ;"
4434,1913,"constipation ou douleurs abdominales dues à une obstruction du tube digestif : rétrécissement intestinal, fécalome (bouchon de selles) ;"
4435,1913,"déshydratation importante, surtout si elle est associée à une perte en sels minéraux (sodium, potassium) ;"
4436,1913,enfant de moins de 6 ans.
4437,1914,"maladies inflammatoires du côlon (maladie de Crohn, rectocolite hémorragique) ;"
4438,1914,"constipation ou douleurs abdominales dues à une obstruction du tube digestif : rétrécissement intestinal, fécalome (bouchon de selles) ;"
4439,1914,"déshydratation importante, surtout si elle est associée à une perte en sels minéraux (sodium, potassium) ;"
4440,1914,enfant de moins de 6 ans.
4441,1915,"maladies inflammatoires du côlon (maladie de Crohn, rectocolite hémorragique) ;"
4442,1915,"constipation ou douleurs abdominales dues à une obstruction du tube digestif : rétrécissement intestinal, fécalome (bouchon de selles) ;"
4443,1915,"déshydratation importante, surtout si elle est associée à une perte en sels minéraux (sodium, potassium) ;"
4444,1915,enfant de moins de 6 ans.
4445,1916,"maladies inflammatoires du côlon (maladie de Crohn, rectocolite hémorragique) ;"
4446,1916,"constipation ou douleurs abdominales dues à une obstruction du tube digestif : rétrécissement intestinal, fécalome (bouchon de selles) ;"
4447,1916,"déshydratation importante, surtout si elle est associée à une perte en sels minéraux (sodium, potassium) ;"
4448,1916,enfant de moins de 6 ans.
4449,1917,"allergie aux macrolides ou aux imidazolés,"
4450,1917,enfant de moins de 15 ans.
4451,1918,"maladies inflammatoires du côlon (maladie de Crohn, rectocolite hémorragique) ;"
4452,1918,"constipation ou douleurs abdominales dues à une obstruction du tube digestif : rétrécissement intestinal, fécalome (bouchon de selles) ;"
4453,1918,"déshydratation importante, surtout si elle est associée à une perte en sels minéraux (sodium, potassium)."
4454,1919,"maladies inflammatoires du côlon (maladie de Crohn, rectocolite hémorragique) ;"
4455,1919,"constipation ou douleurs abdominales dues à une obstruction du tube digestif : rétrécissement intestinal, fécalome (bouchon de selles) ;"
4456,1919,"déshydratation importante, surtout si elle est associée à une perte en sels minéraux (sodium, potassium)."
4457,1920,"allergie connue aux médicaments de la famille des inhibiteurs de l'enzyme de conversion ou à celle des sulfamides,"
4458,1920,"prédisposition à l'œdème de Quincke ou antécédent d'œdème de Quincke lié à la prise d'un inhibiteur de l'enzyme de conversion,"
4459,1920,"insuffisance rénale grave,"
4460,1920,"rétrécissement important des artères rénales,"
4461,1920,"insuffisance cardiaque grave non traitée,"
4462,1920,"encéphalopathie hépatique,"
4463,1920,"insuffisance hépatique grave,"
4464,1920,"hypokaliémie,"
4465,1920,"en association avec les médicaments contenant de l'aliskiren chez les patients diabétiques ou insuffisants rénaux,"
4466,1920,"en association avec un traitement par sacubitril/valsartan,"
4467,1920,"grossesse (à partir du 4e mois),"
4468,1920,allaitement.
4469,1922,"en application sur les muqueuses, notamment génitales ;"
4470,1922,dans les yeux ou dans le conduit auditif (risque de toxicité en cas de perforation du tympan) ;
4471,1922,pour la désinfection du matériel médicochirurgical (voir Attention).
4472,1923,"allergie à la lanoline,"
4473,1923,en application sur une lésion infectée.
4474,1926,Les comprimés ne doivent pas être utilisés chez l'enfant de moins de 6 ans (risque de fausse route).
4475,1927,antécédent d'intolérance aux opioïdes ;
4476,1927,"intoxication ou surdosage avec des sédatifs, ivresse aiguë ;"
4477,1927,insuffisance respiratoire grave ;
4478,1927,insuffisance hépatique grave ;
4479,1927,épilepsie (sauf si elle est traitée) ;
4480,1927,comme produit de substitution aux opiacés chez le toxicomane ;
4481,1927,phénylcétonurie (présence d'aspartam) ;
4482,1927,enfant de moins de 15 ans ;
4483,1927,"en association avec les IMAO ou les médicaments contenant de la nalbuphine, de la buprénorphine ou de la pentazocine ;"
4484,1927,allaitement (en traitement au long cours).
4485,1930,"asthme,"
4486,1930,"insuffisance respiratoire,"
4487,1930,"antécédent de convulsions ou d'épilepsie (présence de cinéole en excipient),"
4488,1930,"en association avec les médicaments contenant de l'oxybate de sodium,"
4489,1930,"enfant de moins de 30 mois,"
4490,1930,allaitement.
4491,1931,Ce médicament ne doit pas être utilisé en cas d'allergie aux ammoniums quaternaires.
4492,1932,"allergie aux antiseptiques de la famille des ammoniums quaternaires (présence de benzalkonium),"
4493,1932,"asthme et bronchite chronique grave,"
4494,1932,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
4495,1932,"bloc auriculoventriculaire grave,"
4496,1932,rythme cardiaque au repos inférieur à 50 battements par minute.
4497,1933,Ce médicament ne doit pas être utilisé en cas d'infection sévère en cours (tuberculose en évolution par exemple).
4498,1934,Ce médicament ne doit pas être utilisé en cas d'antécédent d'allergie à l'érythropoïétine ou d'hypertension artérielle non contrôlée.
4499,1934,"Lorsque la prescription de ce médicament est envisagée pour stimuler la production de globules rouges avant une intervention chirurgicale, le médecin s'assure également de l'absence de maladies cardiovasculaires chroniques, d'infarctus du myocarde ou d'accident vasculaire cérébral (AVC) récent, et de contre-indication à l'utilisation d'un traitement anticoagulant après l'intervention."
4500,1937,Ce médicament ne doit pas être utilisé en cas d'allergie aux antifongiques de la famille des imidazolés.
4501,1938,Ce médicament ne doit pas être associé aux médicaments contenant de la rifampicine ou aux produits de phytothérapie contenant du millepertuis.
4502,1945,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4503,1945,"femme,"
4504,1945,enfant de moins de 15 ans.
4505,1946,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4506,1946,"femme,"
4507,1946,enfant de moins de 15 ans.
4508,1947,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4509,1947,"femme,"
4510,1947,enfant de moins de 15 ans.
4511,1948,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4512,1948,"femme,"
4513,1948,enfant de moins de 15 ans.
4514,1950,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4515,1950,"femme,"
4516,1950,enfant de moins de 15 ans.
4517,1951,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4518,1951,"femme,"
4519,1951,enfant de moins de 15 ans.
4520,1952,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4521,1952,"femme,"
4522,1952,enfant de moins de 15 ans.
4523,1953,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4524,1953,"femme,"
4525,1953,enfant de moins de 15 ans.
4526,1954,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4527,1954,"femme,"
4528,1954,enfant de moins de 15 ans.
4529,1955,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4530,1955,"femme,"
4531,1955,enfant de moins de 15 ans.
4532,1956,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4533,1956,"femme,"
4534,1956,enfant de moins de 15 ans.
4535,1957,"antécédent d'allergie ou d'hépatite lors de la prise de bicalutamide,"
4536,1957,"femme,"
4537,1957,enfant de moins de 15 ans.
4538,1959,Ce médicament ne doit pas être utilisé sur des plaies qui saignent ou sur des lésions infectées.
4539,1960,"insuffisance cardiaque grave,"
4540,1960,"rythme cardiaque inférieur à 40 battements par minute,"
4541,1960,"bloc auriculoventriculaire grave et certaines maladies de l'automatisme cardiaque,"
4542,1960,"en association avec les médicaments contenant du pimozide, de la dihydroergotamine, de l'ergotamine, de la nifédipine, de l'ivabradine ou du lomitapide."
4543,1961,Ce médicament ne doit pas être utilisé sur des plaies qui saignent ou sur des lésions infectées.
4544,1962,"allergie aux macrolides ou aux imidazolés,"
4545,1962,enfant de moins de 15 ans.
4546,1963,"antécédent d'allergie ou d'asthme provoqué par la prise d'AINS, y compris l'aspirine ;"
4547,1963,antécédent d'hémorragie digestive au cours d'un précédent traitement par AINS ;
4548,1963,"ulcère de l'estomac ou du duodénum en cours, antécédent d'ulcère ou d'hémorragie digestive répétée ;"
4549,1963,"saignement du tube digestif, hémorragie cérébrale ou autre ;"
4550,1963,insuffisance cardiaque grave ;
4551,1963,insuffisance hépatique grave ;
4552,1963,insuffisance rénale grave ;
4553,1963,grossesse (à partir du 6e mois).
4554,1969,Les comprimés ne doivent pas être utilisés en cas d'allergie au blé (autre que la maladie cœliaque).
4555,1970,"insuffisance cardiaque grave (sauf si elle est stabilisée par un traitement spécifique),"
4556,1970,"bloc auriculoventriculaire grave,"
4557,1970,"rythme cardiaque au repos inférieur à 50 battements par minute,"
4558,1970,antécédent de choc anaphylactique.
